iter	Passed	Remaining
1669	14786	2921
1670	14794	2912
1671	14801	2903
1672	14810	2894
1673	14818	2885
1674	14834	2878
1675	14843	2869
1676	14851	2860
1677	14860	2851
1678	14868	2842
1679	14875	2833
1680	14883	2824
1681	14891	2815
1682	14899	2806
1683	14907	2797
1684	14914	2788
1685	14926	2779
1686	14935	2771
1687	14943	2762
1688	14951	2753
1689	14959	2743
1690	14966	2734
1691	14974	2725
1692	14982	2716
1693	14990	2707
1694	14997	2698
1695	15005	2689
1696	15017	2681
1697	15030	2673
1698	15038	2664
1699	15046	2655
1700	15054	2646
1701	15062	2637
1702	15070	2628
1703	15078	2619
1704	15086	2610
1705	15097	2601
1706	15105	2592
1707	15113	2583
1708	15121	2574
1709	15129	2565
1710	15137	2556
1711	15145	2547
1712	15153	2538
1713	15160	2529
1714	15169	2520
1715	15177	2511
1716	15214	2507
1717	15224	2499
1718	15243	2491
1719	15251	2482
1720	15259	2473
1721	15267	2464
1722	15274	2455
1723	15284	2446
1724	15292	2437
1725	15300	2428
1726	15309	2420
1727	15316	2410
1728	15324	2401
1729	15332	2392
1730	15340	2383
1731	15348	2374
1732	15356	2365
1733	15368	2357
1734	15383	2349
1735	15392	2340
1736	15400	2331
1737	15408	2322
1738	15416	2313
1739	15424	2304
1740	15432	2295
1741	15440	2286
1742	15449	2277
1743	15457	2269
1744	15465	2260
1745	15475	2251
1746	15482	2242
1747	15490	2233
1748	15499	2224
1749	15506	2215
1750	15514	2206
1751	15522	2197
1752	15540	2189
1753	15551	2181
1754	15560	2172
1755	15568	2163
1756	15576	2154
1757	15584	2145
1758	15592	2136
1759	15600	2127
1760	15608	2118
1761	15616	2109
1762	15624	2100
1763	15632	2091
1764	15640	2082
1765	15648	2073
1766	15656	2064
1767	15663	2055
1768	15672	2046
1769	15679	2037
1770	15688	2028
1771	15695	2019
1772	15703	2010
1773	15715	2002
1774	15731	1994
1775	15741	1985
1776	15748	1976
1777	15756	1967
1778	15765	1958
1779	15773	1949
1780	15780	1940
1781	15788	1931
1782	15796	1922
1783	15804	1913
1784	15812	1904
1785	15820	1895
1786	15828	1886
1787	15836	1877
1788	15845	1868
1789	15852	1859
1790	15860	1850
1791	15871	1842
1792	15881	1833
1793	15900	1825
1794	15910	1817
1795	15919	1808
1796	15927	1799
1797	15935	1790
1798	15943	1781
1799	15951	1772
1800	15959	1763
1801	15967	1754
1802	15975	1745
1803	15983	1736
1804	15990	1727
1805	15999	1718
1806	16006	1709
1807	16015	1700
1808	16023	1691
1809	16039	1683
1810	16049	1674
1811	16057	1666
1812	16073	1657
1813	16082	1649
1814	16090	1640
1815	16100	1631
1816	16109	1622
1817	16117	1613
1818	16125	1604
1819	16132	1595
1820	16140	1586
1821	16148	1577
1822	16156	1568
1823	16164	1559
1824	16172	1550
1825	16180	1541
1826	16188	1532
1827	16198	1524
1828	16209	1515
1829	16225	1507
1830	16234	1498
1831	16253	1490
1832	16262	1481
1833	16271	1472
1834	16279	1463
1835	16289	1455
1836	16296	1446
1837	16304	1437
1838	16312	1428
1839	16320	1419
1840	16328	1410
1841	16336	1401
1842	16344	1392
1843	16352	1383
1844	16360	1374
1845	16368	1365
1846	16376	1356
1847	16384	1347
1848	16392	1338
1849	16401	1329
1850	16408	1320
1851	16416	1311
1852	16433	1303
1853	16443	1294
1854	16451	1285
1855	16460	1277
1856	16468	1268
1857	16476	1259
1858	16484	1250
1859	16492	1241
1860	16500	1232
1861	16508	1223
1862	16516	1214
1863	16524	1205
1864	16532	1196
1865	16540	1187
1866	16547	1178
1867	16556	1169
1868	16563	1160
1869	16571	1152
1870	16579	1143
1871	16587	1134
1872	16595	1125
1873	16607	1116
1874	16622	1108
1875	16631	1099
1876	16639	1090
1877	16648	1081
1878	16656	1072
1879	16664	1063
1880	16671	1054
1881	16679	1045
1882	16687	1036
1883	16695	1027
1884	16703	1019
1885	16711	1010
1886	16719	1001
1887	16727	992
1888	16735	983
1889	16743	974
1890	16751	965
1891	16758	956
1892	16767	947
1893	16779	939
1894	16791	930
1895	16799	921
1896	16807	912
1897	16815	903
1898	16823	894
1899	16837	886
1900	16844	877
1901	16852	868
1902	16860	859
1903	16868	850
1904	16876	841
1905	16884	832
1906	16892	823
1907	16899	814
1908	16908	805
1909	16915	797
1910	16923	788
1911	16931	779
1912	16939	770
1913	16951	761
1914	16962	752
1915	16974	744
1916	16983	735
1917	16991	726
1918	16999	717
1919	17007	708
1920	17014	699
1921	17022	690
1922	17030	681
1923	17038	673
1924	17046	664
1925	17056	655
1926	17064	646
1927	17072	637
1928	17079	628
1929	17087	619
1930	17095	610
1931	17103	601
1932	17110	593
1933	17118	584
1934	17126	575
1935	17138	566
1936	17150	557
1937	17159	548
1938	17167	540
1939	17176	531
1940	17184	522
1941	17192	513
1942	17200	504
1943	17208	495
1944	17215	486
1945	17223	477
1946	17230	469
1947	17239	460
1948	17252	451
1949	17260	442
1950	17268	433
1951	17276	424
1952	17283	415
1953	17291	407
1954	17299	398
1955	17311	389
1956	17327	380
1957	17337	371
1958	17345	363
1959	17355	354
1960	17363	345
1961	17371	336
1962	17379	327
1963	17387	318
1964	17394	309
1965	17403	300
1966	17410	292
1967	17418	283
1968	17426	274
1969	17434	265
1970	17442	256
1971	17451	247
1972	17459	238
1973	17467	230
1974	17484	221
1975	17493	212
1976	17501	203
1977	17510	194
1978	17517	185
1979	17526	177
1980	17534	168
1981	17542	159
1982	17550	150
1983	17558	141
1984	17566	132
1985	17574	123
1986	17582	115
1987	17590	106
1988	17598	97
1989	17606	88
1990	17614	79
1991	17622	70
1992	17630	61
1993	17639	53
1994	17657	44
1995	17665	35
1996	17673	26
1997	17681	17
1998	17689	8
1999	17697	0
