iter	RMSE
497	588.4869425
498	588.44569
499	588.4188041
500	588.3797325
501	588.215532
502	588.0840678
503	588.0474249
504	587.9235027
505	587.8561247
506	587.7836042
507	587.6639181
508	587.5841756
509	587.5573075
510	587.3471677
511	587.1976499
512	587.1720504
513	587.0557329
514	587.029477
515	586.9964057
516	586.9428517
517	586.8674084
518	586.8487944
519	586.8188131
520	586.7828851
521	586.7173985
522	586.6408636
523	586.5736861
524	586.5250106
525	586.3842505
526	586.2729943
527	586.1618469
528	586.055586
529	586.0377665
530	585.9119181
531	585.8557605
532	585.759856
533	585.6613189
534	585.6483784
535	585.6215954
536	585.5273264
537	585.4595761
538	585.3691791
539	585.3054562
540	585.2636616
541	585.2117148
542	585.1516696
543	585.0839733
544	585.0809581
545	585.0055979
546	584.9186578
547	584.8145821
548	584.7479468
549	584.569737
550	584.4870372
551	584.4710459
552	584.4048658
553	584.3257168
554	584.2496865
555	584.1766211
556	584.1489506
557	584.0599256
558	584.0479703
559	584.0085844
560	583.9935607
561	583.923228
562	583.7285838
563	583.6980533
564	583.6060463
565	583.5298428
566	583.5019715
567	583.3065062
568	583.2417394
569	583.1471918
570	583.0920907
571	583.0060705
572	582.9360813
573	582.7532216
574	582.5942734
575	582.524905
576	582.506897
577	582.481426
578	582.3161407
579	582.2426017
580	582.0590872
581	581.9961955
582	581.9329606
583	581.9059853
584	581.8261223
585	581.7555237
586	581.4780388
587	581.4010904
588	581.3445654
589	581.2777962
590	581.2497096
591	581.1308738
592	581.0807448
593	581.0607578
594	581.0079645
595	580.9843709
596	580.9334063
597	580.823198
598	580.7594024
599	580.4611026
600	580.3563013
601	580.2966512
602	580.2627373
603	580.1817668
604	579.995611
605	579.8948085
606	579.8378164
607	579.768081
608	579.6109879
609	579.5486182
610	579.4547673
611	579.3965742
612	579.3199991
613	579.2624803
614	579.1402045
615	579.0150938
616	578.9631355
617	578.9038054
618	578.8460665
619	578.6279548
620	578.3565561
621	578.3067488
622	578.2937186
623	578.1472598
624	578.0915841
625	578.0520161
626	577.9656722
627	577.9125495
628	577.8746923
629	577.8621897
630	577.8152571
631	577.776192
632	577.764414
633	577.7532873
634	577.7163417
635	577.6783479
636	577.6280518
637	577.4591333
638	577.4188407
639	577.3469901
640	577.2264029
641	577.093359
642	577.0615796
643	577.0167493
644	576.9384287
645	576.8203443
646	576.6850768
647	576.6185331
648	576.5940226
649	576.3426057
650	576.2929051
651	576.2756649
652	576.1048924
653	576.0585954
654	575.8590149
655	575.8337871
656	575.8216104
657	575.7841159
658	575.734546
659	575.6917135
660	575.6394663
661	575.595774
662	575.5652936
663	575.406849
664	575.1541328
665	575.1072381
666	575.0977626
667	574.9989743
668	574.9346165
669	574.8595067
670	574.7951092
671	574.7764122
672	574.7528471
673	574.6808796
674	574.6709941
675	574.6018878
676	574.5355241
677	574.389983
678	574.371483
679	574.2827556
680	574.2582628
681	574.1791495
682	574.1159554
683	574.0740411
684	574.0335814
685	574.0229711
686	573.9702707
687	573.9473961
688	573.8856099
689	573.8288452
690	573.8113184
691	573.7816116
692	573.722716
693	573.6666209
694	573.6422259
695	573.6140988
696	573.5812305
697	573.2841588
698	573.260808
699	573.2510646
700	573.2018033
701	573.1648316
702	573.0747817
703	573.0186162
704	573.0052378
705	572.8989787
706	572.7882726
707	572.7528659
708	572.7437597
709	572.7095951
710	572.5887047
711	572.5559231
712	572.4621983
713	572.4276665
714	572.3894641
715	572.3269961
716	572.2895587
717	572.2766497
718	572.2426409
719	572.2203209
720	572.1798892
721	572.1584428
722	572.1378668
723	572.0477116
724	572.019629
725	571.9738399
726	571.9088462
727	571.8916272
728	571.871816
729	571.7864005
730	571.7775352
731	571.7610661
732	571.7096
733	571.6578635
734	571.6067421
735	571.5157575
736	571.4381137
737	571.418851
738	571.3354985
739	571.311051
740	571.2399598
741	571.2213624
742	571.1448678
743	571.0984506
744	571.0464122
745	570.9810771
746	570.9310064
747	570.8423776
748	570.732812
749	570.6685437
750	570.6365331
751	570.6184073
752	570.60355
753	570.504029
754	570.468832
755	570.3991481
756	570.3466308
757	570.2447025
758	570.1860093
759	570.0498145
760	570.0017364
761	569.9713107
762	569.9597657
763	569.9173107
764	569.8515589
765	569.8089686
766	569.7837688
767	569.7730574
768	569.7398967
769	569.735807
770	569.7257002
771	569.6749036
772	569.6067456
773	569.5753091
774	569.5317884
775	569.4544575
776	569.4132043
777	569.344085
778	569.2147283
779	569.1653273
780	569.0840048
781	569.0419544
782	568.9635829
783	568.9043927
784	568.8485539
785	568.7970848
786	568.6545884
787	568.5850107
788	568.5679487
789	568.5585053
790	568.5129885
791	568.4365542
792	568.4278996
793	568.4190196
794	568.4087688
795	568.3981573
796	568.3869307
797	568.3778214
798	568.334094
799	568.2804098
800	568.2502564
801	568.2080829
802	568.1719277
803	568.1324726
804	568.0819434
805	568.0330158
806	567.9133184
807	567.8585355
808	567.849892
809	567.6724828
810	567.6421469
811	567.6062915
812	567.5670828
813	567.5507488
814	567.5246652
815	567.5163518
816	567.4379932
817	567.3771538
818	567.3479536
819	567.1958463
820	567.1389614
821	567.1090038
822	567.0994032
823	567.090221
824	567.0108901
825	566.9596844
826	566.9270448
827	566.9209661
828	566.9050436
829	566.8960713
830	566.8683448
831	566.8283061
832	566.7927002
833	566.7860445
834	566.7375724
835	566.682938
836	566.5997651
837	566.5595711
838	566.5559162
839	566.5468478
840	566.4868783
841	566.4799814
842	566.3651761
843	566.2859744
844	566.2332958
845	566.215693
846	566.1784967
847	566.1619064
848	566.157046
849	566.1414202
850	566.12781
851	566.0678072
852	566.0557165
853	565.9745821
854	565.9473091
855	565.9047561
856	565.79784
857	565.7593107
858	565.726296
859	565.6919679
860	565.6346661
861	565.6020198
862	565.593832
863	565.5410227
864	565.48544
865	565.412304
866	565.2963313
867	565.278716
868	565.2405885
869	565.2360372
870	565.2139752
871	565.1817566
872	565.1394586
873	565.0832244
874	564.9829345
875	564.9420683
876	564.9352526
877	564.8141657
878	564.7986996
879	564.7783224
880	564.7620488
881	564.7410142
882	564.6876134
883	564.4784092
884	564.3941863
885	564.3796286
886	564.376485
887	564.326543
888	564.2760839
889	564.0609861
890	563.9475928
891	563.9362977
892	563.8381181
893	563.7571521
894	563.6792562
895	563.633281
896	563.6259623
897	563.5792169
898	563.5673976
899	563.5512105
900	563.5447055
901	563.4641691
902	563.4201803
903	563.4156659
904	563.3998734
905	563.2855296
906	563.2140976
907	563.1267812
908	563.069724
909	562.9734589
910	562.9307034
911	562.9235775
912	562.7245202
913	562.6895407
914	562.506747
915	562.4976291
916	562.4151147
917	562.396721
918	562.3192402
919	562.2913389
920	562.2377646
921	562.2205459
922	562.2026094
923	562.2000825
924	562.1856332
925	562.1594138
926	562.0986311
927	561.6993808
928	561.5773958
929	561.4750631
930	561.4558381
931	561.441994
932	561.4080857
933	561.3110526
934	561.2551503
935	561.1659632
936	561.1234561
937	561.0832687
938	560.8105186
939	560.8080896
940	560.7954767
941	560.7645066
942	560.7562649
943	560.63481
944	560.6309635
945	560.5604659
946	560.5581362
947	560.5190473
948	560.4365319
949	560.4279473
950	560.4254774
951	560.4021679
952	560.3160383
953	560.2972406
954	560.2614429
955	560.2024191
956	560.150385
957	560.113336
958	559.9974741
959	559.978592
960	559.8724472
961	559.8504039
962	559.7864807
963	559.7200919
964	559.7018795
965	559.6688267
966	559.6511068
967	559.6148716
968	559.6090805
969	559.543611
970	559.5414249
971	559.4341529
972	559.3724288
973	559.3598028
974	559.3220118
975	559.2773874
976	559.2262889
977	559.2138835
978	559.1826209
979	559.1672458
980	559.1326418
981	559.0227487
982	559.0158664
983	558.9888867
984	558.9364564
985	558.82203
986	558.780488
987	558.7368804
988	558.7111023
989	558.6439893
990	558.6185784
991	558.5754099
992	558.5573079
993	558.5092922
994	558.4680084
995	558.3631592
996	558.3157003
997	558.3101492
998	558.2875612
999	558.2255292
1000	558.1959892
1001	558.1725902
1002	558.1328571
1003	558.0818537
1004	558.0438849
1005	558.0349938
1006	557.9594221
1007	557.9541916
1008	557.9435804
1009	557.9302016
1010	557.9011666
1011	557.87233
1012	557.8194681
1013	557.7874715
1014	557.7825385
1015	557.7509714
1016	557.7427791
1017	557.6972457
1018	557.672722
1019	557.6238453
1020	557.6163006
1021	557.5997253
1022	557.5708027
1023	557.559928
1024	557.5164212
1025	557.2644652
1026	557.1793579
1027	557.1777151
1028	557.1548061
1029	557.1532567
1030	557.1486545
1031	557.0712067
1032	557.0674803
1033	557.0582348
1034	557.0458746
1035	557.0170492
1036	556.9990981
1037	556.9261051
1038	556.9117501
1039	556.9000062
1040	556.8894505
1041	556.8794746
1042	556.8519227
1043	556.8468039
1044	556.7825987
1045	556.7041509
1046	556.6790801
1047	556.6636531
1048	556.5956499
1049	556.5425976
1050	556.5181082
1051	556.4926095
1052	556.3488426
1053	556.3378373
1054	556.3311859
1055	556.2904912
1056	556.2406852
1057	556.1411998
1058	556.1187064
1059	556.0239498
1060	555.933669
1061	555.8277904
1062	555.8064197
1063	555.7593743
1064	555.7175602
1065	555.7093535
1066	555.7011128
1067	555.648538
1068	555.6150055
1069	555.5831974
1070	555.3450658
1071	555.3029555
1072	555.2748797
1073	555.2393487
1074	555.2054189
1075	555.1857733
1076	555.1672947
1077	555.0936572
1078	555.0487549
1079	554.9910889
1080	554.9734278
1081	554.9590944
1082	554.9514288
1083	554.919082
1084	554.8998142
1085	554.8340955
1086	554.7492315
1087	554.6663175
1088	554.6563409
1089	554.6428316
1090	554.6190914
1091	554.6106183
1092	554.6014331
1093	554.5806439
1094	554.5016473
1095	554.3557522
1096	554.2729741
1097	554.2481387
1098	554.203368
1099	554.1994516
1100	554.1947168
1101	554.1898916
1102	554.1714021
1103	554.1471359
1104	554.0885269
1105	554.0406686
1106	554.0069104
1107	553.9033081
1108	553.8974962
1109	553.8893379
1110	553.8336171
1111	553.8138737
1112	553.8008839
1113	553.7804256
1114	553.7448215
1115	553.7123244
1116	553.6444645
1117	553.4464023
1118	553.4381289
1119	553.3621634
1120	553.3610298
1121	553.3346279
1122	553.3261015
1123	553.2994874
1124	553.2959462
1125	553.2771226
1126	553.2647835
1127	553.2524333
1128	553.241738
1129	553.2298906
1130	553.2195179
1131	553.2096181
1132	553.2085342
1133	553.190984
1134	553.188535
1135	553.185155
1136	553.1502663
1137	553.09054
1138	553.0538892
1139	552.9137293
1140	552.9111448
1141	552.8824823
1142	552.8308026
1143	552.7783974
1144	552.7174503
1145	552.7114696
1146	552.6838882
1147	552.6635771
1148	552.4453564
1149	552.4354526
1150	552.1492449
1151	552.0927074
1152	552.0812196
1153	552.0692034
1154	552.0241841
1155	551.9516801
1156	551.9206095
1157	551.8651455
1158	551.8608217
1159	551.8566743
1160	551.8515882
1161	551.7346894
1162	551.6911154
1163	551.6527576
1164	551.6310574
1165	551.6219303
1166	551.5699716
1167	551.5612571
1168	551.5123936
1169	551.4959617
1170	551.1605802
1171	551.122097
1172	551.117297
1173	551.0506238
1174	551.015038
1175	550.9900654
1176	550.9062345
1177	550.8565772
1178	550.8458808
1179	550.8392073
1180	550.4959958
1181	550.3702178
1182	550.1549567
1183	550.1480012
1184	550.1111412
1185	550.1002601
1186	550.0442674
1187	550.0232547
1188	549.9928423
1189	549.9634791
1190	549.9531049
1191	549.9266516
1192	549.5145488
1193	549.4804287
1194	549.3094782
1195	549.2296851
1196	549.1771821
1197	549.1229483
1198	549.1149002
1199	549.0966241
1200	549.0938116
1201	549.0832542
1202	549.0661322
1203	548.8561263
1204	548.8153064
1205	548.8122013
1206	548.7830685
1207	548.7689991
1208	548.7517236
1209	548.7207887
1210	548.7059794
1211	548.5666897
1212	548.5348124
1213	548.488645
1214	548.4805128
1215	548.4769148
1216	548.4378965
1217	548.3872463
1218	548.3794725
1219	548.3602398
1220	548.2947782
1221	548.2624021
1222	548.1637053
1223	548.021254
1224	547.9932906
1225	547.9455595
1226	547.937993
1227	547.9115638
1228	547.8788169
1229	547.8754109
1230	547.8452036
1231	547.8179628
1232	547.7656273
1233	547.6903993
1234	547.6652077
1235	547.6204512
1236	547.5967407
1237	547.5536882
1238	547.5437074
1239	547.4822352
1240	547.2834241
1241	547.2642893
1242	547.2018186
1243	547.1453432
1244	547.0228606
1245	546.9103188
1246	546.8620441
1247	546.8330274
1248	546.8189393
1249	546.7829142
1250	546.7693797
1251	546.7657865
1252	546.7389168
1253	546.7214684
1254	546.6962498
1255	546.6830325
1256	546.6041176
1257	546.5680333
1258	546.5414978
1259	546.5372386
1260	546.4588996
1261	546.4224006
1262	546.3782794
1263	546.3246565
1264	546.2390118
1265	546.2363059
1266	546.1942191
1267	546.1434486
1268	546.127721
1269	546.0992637
1270	546.0863352
1271	546.0772585
1272	546.0654305
1273	546.0091727
1274	545.9193462
1275	545.9091209
1276	545.8434968
1277	545.6515289
1278	545.6447493
1279	545.5931432
1280	545.5633265
1281	545.5315183
1282	545.5062822
1283	545.4961629
1284	545.4686458
1285	545.4552095
1286	545.4035568
1287	545.398745
1288	545.3562517
1289	545.3403675
1290	545.2963779
1291	545.2430496
1292	545.2328271
1293	545.1734119
1294	545.1412758
1295	545.0943774
1296	545.0060736
1297	544.9911652
1298	544.9241818
1299	544.8993846
1300	544.8466768
1301	544.8380066
1302	544.8279251
1303	544.823259
1304	544.8200857
1305	544.8059628
1306	544.71473
1307	544.6960081
1308	544.6854298
1309	544.6803085
1310	544.6531794
1311	544.6106307
1312	544.5632713
1313	544.5574476
1314	544.5353418
1315	544.4946391
1316	544.4697271
1317	544.3936012
1318	544.3726765
1319	544.3595578
1320	544.3546062
1321	544.3105648
1322	544.291645
1323	544.2421396
1324	544.0637538
1325	544.0546649
1326	544.0408437
1327	544.0309178
1328	544.0272976
1329	543.976969
1330	543.8829767
1331	543.8798987
1332	543.6951914
1333	543.6881893
1334	543.6786112
1335	543.6517199
1336	543.6417312
1337	543.6309698
1338	543.6242341
1339	543.617825
1340	543.6145632
1341	543.5658034
1342	543.5590824
1343	543.5457127
1344	543.5263216
1345	543.4880537
1346	543.4791638
1347	543.4593415
1348	543.4563586
1349	543.4365538
1350	543.4195437
1351	543.2417277
1352	543.202652
1353	543.1930352
1354	543.1698852
1355	543.0756034
1356	543.0718117
1357	543.0290487
1358	542.9924885
1359	542.9670297
1360	542.9646002
1361	542.9603248
1362	542.9510993
1363	542.8992609
1364	542.8341183
1365	542.8230029
1366	542.8073265
1367	542.800845
1368	542.7627375
1369	542.7531736
1370	542.6743711
1371	542.6137112
1372	542.5256899
1373	542.4956752
1374	542.4692903
1375	542.4078759
1376	542.3247967
1377	542.2039421
1378	542.1506636
1379	542.1085504
1380	542.0956848
1381	542.0810141
1382	542.0714355
1383	542.0450325
1384	541.9330046
1385	541.9305473
1386	541.900367
1387	541.8980751
1388	541.8774807
1389	541.8623772
1390	541.8223222
1391	541.7701142
1392	541.7453315
1393	541.6303353
1394	541.6213166
1395	541.5857335
1396	541.5102308
1397	541.4586821
1398	541.4320256
1399	541.3998597
1400	541.3616149
1401	541.3578216
1402	541.3209851
1403	541.3172972
1404	541.3095519
1405	541.294459
1406	541.2754912
1407	541.2733413
1408	540.7947112
1409	540.7848047
1410	540.7476829
1411	540.715104
1412	540.7070958
1413	540.6925052
1414	540.6842335
1415	540.6653613
1416	540.6391278
1417	540.5829556
1418	540.5589783
1419	540.5353118
1420	540.48826
1421	540.4522227
1422	540.3601985
1423	540.3119778
1424	540.2812768
1425	540.2317413
1426	540.2023012
1427	540.1843069
1428	540.172884
1429	540.1372862
1430	540.0340387
1431	540.0104197
1432	539.9491179
1433	539.9267285
1434	539.9057137
1435	539.9026578
1436	539.8855047
1437	539.8722909
1438	539.8483892
1439	539.8437187
1440	539.8345899
1441	539.8071834
1442	539.7686514
1443	539.7557017
1444	539.742588
1445	539.6798645
1446	539.2135766
1447	539.2095352
1448	539.1656021
1449	539.0852907
1450	539.0795541
1451	539.0594055
1452	538.9706853
1453	538.8899744
1454	538.8557979
1455	538.8538582
1456	538.8338191
1457	538.8029384
1458	538.7865945
1459	538.6870465
1460	538.6584312
1461	538.6446201
1462	538.6385509
1463	538.636237
1464	538.6093945
1465	538.5915713
1466	538.5897742
1467	538.5847661
1468	538.5806506
1469	538.5687364
1470	538.5414693
1471	538.5258348
1472	538.4669075
1473	538.4561518
1474	538.4499971
1475	538.3997877
1476	538.3959567
1477	538.3320741
1478	538.3318504
1479	538.3308553
1480	538.322373
1481	538.3027053
1482	538.2660302
1483	538.2327816
1484	538.2291292
1485	538.226308
1486	538.2197054
1487	538.2009582
1488	538.0659811
1489	538.0083036
1490	537.950233
1491	537.8853028
1492	537.8228962
1493	537.7947441
1494	537.783814
1495	537.7792934
1496	537.7154711
1497	537.7134387
1498	537.656613
1499	537.6435155
1500	537.5805629
1501	537.5789706
1502	537.5591062
1503	537.5333651
1504	537.4743959
1505	537.4652061
1506	537.4094516
1507	537.3758927
1508	537.3591926
1509	537.3484837
1510	537.3183709
1511	537.1855226
1512	537.1704862
1513	537.1673156
1514	537.1404698
1515	537.1255092
1516	536.8760746
1517	536.8540453
1518	536.84394
1519	536.836242
1520	536.8252761
1521	536.8194887
1522	536.7987835
1523	536.6371888
1524	536.6152205
1525	536.600665
1526	536.5193409
1527	536.4607489
1528	536.4599779
1529	536.4440749
1530	536.4382042
1531	536.4153608
1532	536.364115
1533	536.3503116
1534	536.3433804
1535	536.3228399
1536	536.3077707
1537	536.3054834
1538	536.2904384
1539	536.2359916
1540	536.2264712
1541	536.2111712
1542	536.1663948
1543	536.1435282
1544	536.1384168
1545	536.1268514
1546	536.1073023
1547	536.1032759
1548	536.0726456
1549	536.0082517
1550	535.9975903
1551	535.9955661
1552	535.976355
1553	535.9573484
1554	535.943473
1555	535.9352651
1556	535.9158265
1557	535.9026814
1558	535.9009198
1559	535.8771042
1560	535.8562235
1561	535.8502943
1562	535.8324542
1563	535.8159698
1564	535.8036779
1565	535.8029599
1566	535.773238
1567	535.6137858
1568	535.4616352
1569	535.399913
1570	535.3868051
1571	535.3803085
1572	535.3547137
1573	535.3266203
1574	535.2444076
1575	535.0808576
1576	535.0605106
1577	535.0504363
1578	535.0430279
1579	535.0243516
1580	534.9922639
1581	534.9846432
1582	534.9375106
1583	534.9231894
1584	534.9184193
1585	534.8875251
1586	534.8869228
1587	534.8641145
1588	534.8379335
1589	534.8284027
1590	534.8105871
1591	534.7973082
1592	534.7429115
1593	534.588643
1594	534.567251
1595	534.5182591
1596	534.4848155
1597	534.4758413
1598	534.4632584
1599	534.4507283
1600	534.449272
1601	534.4103706
1602	534.3845207
1603	534.3713802
1604	534.3633377
1605	534.3115441
1606	534.3030754
1607	534.2970191
1608	534.2954384
1609	534.2164314
1610	534.1997197
1611	534.1243328
1612	534.1019853
1613	534.0601162
1614	534.0099994
1615	533.9954262
1616	533.9777772
1617	533.9675028
1618	533.9525524
1619	533.9426177
1620	533.8955163
1621	533.867881
1622	533.8247228
1623	533.8098179
1624	533.7952322
1625	533.7798648
1626	533.7593701
1627	533.7464437
1628	533.7112665
1629	533.6919985
1630	533.4650213
1631	533.4407151
1632	533.4012261
1633	533.3679062
1634	533.3092952
1635	532.7998559
1636	532.7677424
1637	532.7217008
1638	532.6678027
1639	532.6371069
1640	532.6346047
1641	532.6269389
1642	532.6258032
1643	532.6139106
1644	532.5506665
1645	532.534738
1646	532.48791
1647	532.4794983
1648	532.4775872
1649	532.4266498
1650	532.4146396
1651	532.3231024
1652	532.3070162
1653	532.2769785
1654	532.2485733
1655	532.2288968
1656	532.2263232
1657	532.2044694
1658	532.1481267
1659	532.1155199
1660	532.0869214
1661	532.0863314
1662	532.0230555
1663	532.0075166
1664	531.5127228
1665	531.4747826
1666	531.4743606
1667	531.4723079
1668	531.4247164
1669	531.3948537
1670	531.3353709
1671	531.2815517
1672	531.2479823
1673	531.2200785
1674	531.1483496
1675	531.1327982
1676	531.1287065
1677	531.1207747
1678	531.1086056
1679	531.1071207
1680	531.0938195
1681	531.0610025
1682	531.0540604
